idaliaMSW,2.6448106720108195,19.66101159709493,1.17527107619253e-5
ba2023,3.149149495739186,26.191748402380657,2.2393673684284465e-6
sand_200cm,1.9045136501122546,25.503115639311222,0
tpi027,1.1611689897875672,14.737765225825413,6.572511874913811e-5
upwindCover_10,1.18926531740763,12.527187309405589,2.2746306989118725e-4
exposure,0.37145324903950894,0.5843879316445812,0.20668658819815167
ba2023 x idaliaMSW,1.421645220989299,3.2734661129483396,0.0567523215834953
sand_200cm x idaliaMSW,5.372470116988687,32.97063528375043,0
tpi027 x idaliaMSW,6.815097247193881e-4,2.348447604451673e-4,0.7648450905637487
upwindCover_10 x idaliaMSW,1.7084709654651453e-4,2.0978866621020197e-5,0.9612218444883013
exposure x idaliaMSW,4.33395548018863e-4,4.21235454165035e-5,0.9919998417528957
